Date,Close,Change,Max,Min
06/18/2024,"""176.45""","""-2.33""","""192.66""","""83.49"""
06/20/2024,"""177.71""","""1.26""","""192.66""","""83.49"""
06/21/2024,"""180.26""","""2.55""","""192.66""","""83.49"""
06/24/2024,"""180.79""","""0.53""","""192.66""","""83.49"""
06/25/2024,"""185.58""","""4.79""","""192.66""","""83.49"""
06/26/2024,"""185.37""","""-0.21""","""192.66""","""83.49"""
06/27/2024,"""186.86""","""1.49""","""192.66""","""83.49"""
06/28/2024,"""183.42""","""-3.44""","""192.66""","""83.49"""
07/01/2024,"""184.49""","""1.07""","""192.66""","""83.49"""
07/02/2024,"""186.61""","""2.12""","""192.66""","""83.49"""
07/03/2024,"""187.39""","""0.78""","""192.66""","""83.49"""
07/05/2024,"""191.96""","""4.57""","""192.66""","""83.49"""
07/08/2024,"""190.48""","""-1.48""","""192.66""","""83.49"""
07/09/2024,"""190.44""","""-0.04""","""192.66""","""83.49"""
07/10/2024,"""192.66""","""2.22""","""192.66""","""83.49"""
07/11/2024,"""187.30""","""-5.36""","""192.66""","""83.49"""
07/12/2024,"""186.78""","""-0.52""","""192.66""","""83.49"""
07/15/2024,"""188.19""","""1.41""","""192.66""","""83.49"""
07/16/2024,"""185.50""","""-2.69""","""192.66""","""83.49"""
07/17/2024,"""182.62""","""-2.88""","""192.66""","""83.49"""
07/18/2024,"""179.22""","""-3.40""","""192.66""","""83.49"""
07/19/2024,"""179.39""","""0.17""","""192.66""","""83.49"""
07/22/2024,"""183.35""","""3.96""","""192.66""","""83.49"""
07/23/2024,"""183.60""","""0.25""","""192.66""","""83.49"""
07/24/2024,"""174.37""","""-9.23""","""192.66""","""83.49"""
07/25/2024,"""169.16""","""-5.21""","""192.66""","""83.49"""
07/26/2024,"""168.68""","""-0.48""","""192.66""","""83.49"""
07/29/2024,"""171.13""","""2.45""","""192.66""","""83.49"""
07/30/2024,"""171.86""","""0.73""","""192.66""","""83.49"""
07/31/2024,"""173.15""","""1.29""","""192.66""","""83.49"""
08/01/2024,"""172.45""","""-0.70""","""192.66""","""83.49"""
08/02/2024,"""168.40""","""-4.05""","""192.66""","""83.49"""
